region,year,month,pixels,surface,duration,max_int,mean_int,cum_int,I Moderate,II Strong,III Severe,IV Extreme
Adriatic Sea,1998,May,3,3.587658454915092e-4,15,0.056379104477611935,0.04347574626865672,43.7112,15,0,0,0
Adriatic Sea,1998,Jun,6668,0.7974168859124612,44368,3.184634328358209,2.4012871250197803,118169.8087,44360,8,0,0
Adriatic Sea,1998,Jul,7359,0.8800526189906721,58685,3.11445223880597,2.2428747581709256,143874.5511,56695,1157,0,0
Adriatic Sea,1998,Aug,7938,0.9492944271705334,121411,3.185491791044776,2.091552070208733,259622.6033,115655,3753,0,0
Adriatic Sea,1998,Sep,15,0.0017938292274575461,77,0.10636417910447761,0.09270088195386703,164.067,77,0,0,0
Adriatic Sea,1998,Oct,79,0.009447500597943076,369,0.31678432835820897,0.2701606740230817,556.2715,369,0,0,0
Adriatic Sea,1998,Nov,466,0.055728294666347766,3015,1.0755380597014925,0.7776630015328164,4967.7807999999995,2883,132,0,0
Adriatic Sea,1998,Dec,0,0,0,0,0,0,0,0,0,0
Adriatic Sea,1999,Jan,1167,0.1395599138961971,7544,0.690479104477612,0.49937877778197304,6894.3013,7534,10,0,0
Adriatic Sea,1999,Feb,210,0.025113609184405646,1223,0.20600223880597016,0.17326359408348962,1007.9965,1217,0,0,0
Adriatic Sea,1999,Mar,11,0.0013154747668022004,62,0.0630858208955224,0.05270677641205736,72.6097,62,0,0,0
Adriatic Sea,1999,Apr,2,2.3917723032767282e-4,10,0.01919626865671642,0.01535820895522388,10.29,10,0,0,0
Adriatic Sea,1999,May,3012,0.3602009088734752,6039,2.2657485074626864,1.8908518514844037,15917.2596,6039,0,0,0
Adriatic Sea,1999,Jun,7158,0.856015307342741,61294,3.849173134328358,2.886963905772876,182584.789,60579,46,0,0
Adriatic Sea,1999,Jul,0,0,0,0,0,0,0,0,0,0
Adriatic Sea,1999,Aug,679,0.08120066969624491,4355,0.7188313432835821,0.6194993283509094,7747.7988,4355,0,0,0
Adriatic Sea,1999,Sep,7129,0.8525472375029898,29802,2.4232253731343283,1.8738395436692814,57848.9253,29749,1,0,0
Adriatic Sea,1999,Oct,7216,0.8629514470222435,70704,2.4754216417910446,1.7974369398465433,129852.9084,70102,32,0,0
Adriatic Sea,1999,Nov,1996,0.23869887586701746,13610,1.413918656716418,1.081374163954531,19795.9815,13268,2,0,0
Adriatic Sea,1999,Dec,690,0.08251614446304711,3275,1.154791791044776,0.885049150424713,4929.1996,2977,155,25,0
Adriatic Sea,2000,Jan,245,0.02929921071513992,2654,0.44136044776119404,0.30828744208081,3342.388,2483,128,0,0
Adriatic Sea,2000,Feb,312,0.03731164793111696,2971,0.5981940298507463,0.413037376601309,3470.0341,2612,237,0,0
Adriatic Sea,2000,Mar,116,0.013872279359005023,766,0.30971492537313433,0.24407519041486522,833.7594,764,1,0,0
Adriatic Sea,2000,Apr,726,0.08682133460894523,4223,1.6234350746268658,1.1739120577495288,9490.7308,4080,83,0,0
Adriatic Sea,2000,May,8162,0.9760822769672327,126626,3.6525014925373136,2.5242982027575533,319293.7953,124138,40,0,0
Adriatic Sea,2000,Jun,6440,0.7701506816551065,55495,3.3467305970149255,2.537916836669638,147742.8933,53476,9,0,0
Adriatic Sea,2000,Jul,0,0,0,0,0,0,0,0,0,0
Adriatic Sea,2000,Aug,1593,0.1905046639559914,11096,1.609720895522388,1.2697783928835735,24541.6533,11069,1,0,0
Adriatic Sea,2000,Sep,9,0.0010762975364745277,58,0.09188358208955223,0.08241820895522388,117.0469,58,0,0,0
Adriatic Sea,2000,Oct,1794,0.21454197560392252,7357,1.5339746268656715,1.1284852653434445,11817.2156,7140,188,4,0
Adriatic Sea,2000,Nov,6967,0.8331738818464482,113452,2.6295305970149254,1.5080267987926703,180678.1831,101621,7462,28,0
Adriatic Sea,2000,Dec,8044,0.9619708203779,165713,3.061225373134328,1.6814885413418506,279309.1644,143786,16574,460,0
Adriatic Sea,2001,Jan,7101,0.8491987562784022,143241,2.388238805970149,1.3809121710912364,215797.7738,133734,8581,0,0
Adriatic Sea,2001,Feb,8323,0.9953360440086104,182884,2.1409492537313435,1.2421915762714666,217983.9292,163099,16205,8,0
Adriatic Sea,2001,Mar,8362,1,217697,2.3822007462686567,1.4177365533309991,292453.9872,205969,9717,5,0
Adriatic Sea,2001,Apr,8077,0.9659172446783066,65921,1.9847865671641791,1.392696562924408,90202.6289,63569,2169,0,0
Adriatic Sea,2001,May,146,0.017459937813920114,728,0.3576798507462687,0.30005089592124295,1555.3417,728,0,0,0
Adriatic Sea,2001,Jun,2,2.3917723032767282e-4,2,0.04921791044776119,0.04921791044776119,6.5952,2,0,0,0
Adriatic Sea,2001,Jul,109,0.013035159052858167,300,0.459039552238806,0.41168327207132044,633.6942,300,0,0,0
Adriatic Sea,2001,Aug,671,0.08024396077493423,4084,1.6149589552238806,1.3183360113990534,8028.0478,4083,1,0,0
Adriatic Sea,2001,Sep,106,0.01267639320736666,211,0.5657022388059701,0.5218618758480326,411.759,211,0,0,0
Adriatic Sea,2001,Oct,6158,0.7364266921789046,75141,2.320458955223881,1.6022759620061444,122937.2145,73254,698,0,0
Adriatic Sea,2001,Nov,4196,0.5017938292274575,18707,1.970579104477612,1.4511410967834988,28655.6984,18512,105,0,0
Adriatic Sea,2001,Dec,0,0,0,0,0,0,0,0,0,0
Adriatic Sea,2002,Jan,117,0.013991867974168858,377,0.254594776119403,0.2298044177189967,310.7756,377,0,0,0
Adriatic Sea,2002,Feb,4103,0.4906720880172208,76328,1.0226440298507462,0.5932592306217709,73016.7512,70130,3877,7,0
Adriatic Sea,2002,Mar,6573,0.7860559674718967,84665,1.7988514925373134,1.1501855696970655,101379.5057,75076,7675,0,0
Adriatic Sea,2002,Apr,2434,0.2910786893087778,11412,0.8400470149253731,0.6452073524716885,11787.7504,11411,1,0,0
Adriatic Sea,2002,May,134,0.016024874431954078,754,0.5054358208955224,0.4517532797020326,1571.4405,754,0,0,0
Adriatic Sea,2002,Jun,6470,0.7737383401100215,47299,4.244818656716418,3.066620681803689,168522.7829,40638,6661,0,0
Adriatic Sea,2002,Jul,688,0.08227696723271945,5904,0.9802432835820896,0.7915739065923242,11661.4252,5897,0,0,0
Adriatic Sea,2002,Aug,18,0.0021525950729490554,102,0.2056910447761194,0.1790457880241649,205.9018,102,0,0,0
Adriatic Sea,2002,Sep,7,8.371203061468548e-4,39,0.07727835820895522,0.06833683457711442,92.8078,39,0,0,0
Adriatic Sea,2002,Oct,0,0,0,0,0,0,0,0,0,0
Adriatic Sea,2002,Nov,1849,0.22111934943793352,10004,1.497097014925373,1.1120534310952603,13103.8063,9983,12,0,0
Adriatic Sea,2002,Dec,6531,0.7810332456350155,32049,2.075807462686567,1.3265210027264605,41746.5949,31642,132,0,0
Adriatic Sea,2003,Jan,7624,0.9117436020090888,151713,2.0484179104477613,1.2231564936828254,176199.7879,148146,1739,0,0
Adriatic Sea,2003,Feb,4999,0.5978234872040181,29118,1.1513261194029851,0.8342318330561624,26448.9959,28995,52,0,0
Adriatic Sea,2003,Mar,1618,0.1934943793350873,14511,1.0005179104477613,0.7531543919052562,14192.785,14292,3,0,0
Adriatic Sea,2003,Apr,184,0.022004305190145897,468,0.35021044776119403,0.31662748845796124,476.9189,468,0,0,0
Adriatic Sea,2003,May,8094,0.9679502511360919,75657,4.246065671641791,2.8355224679394753,217528.1014,62470,13186,1,0
